name,platform_group,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,total_sales,other_sales,critic_score,user_score,rating,rat_sem
gladiator sword of vengeance,XBox,XB,2003,Action,0.04,0.01,0.0,0.05,0.0,65.0,7.1,M,Mature
minna to kimi no piramekino!,Nintendo,DS,2010,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
dungeon keeper 2,PC,PC,1999,Action,0.0,0.05,0.0,0.060000000000000005,0.01,,8.8,M,Mature
bombastic,PlayStation,PS2,2002,Puzzle,0.03,0.02,0.0,0.060000000000000005,0.01,72.0,7.2,E,Everyone
nhl powerplay 98,PlayStation,PS,1997,Sports,0.03,0.02,0.0,0.05,0.0,,,,Pending
my amusement park,Nintendo,DS,2010,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
chocolatier,Nintendo,DS,2010,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
kid fit island resort,Nintendo,Wii,2010,Sports,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
jewel link chronicles mountains of madness,Nintendo,DS,,Puzzle,0.0,0.05,0.0,0.060000000000000005,0.01,,,E10+,Everyone 10y+
olympic soccer atlanta 1996,PlayStation,PS,1996,Sports,0.03,0.02,0.0,0.05,0.0,,,,Pending
samurai dou portable,PlayStation,PSP,2008,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
phantasy star online episode i & ii plus,Nintendo,GC,2003,Role-Playing,0.04,0.01,0.0,0.05,0.0,,,,Pending
coraline,Nintendo,Wii,2009,Action,0.05,0.0,0.0,0.05,0.0,42.0,5.5,E10+,Everyone 10y+
major league baseball 2k11,PlayStation,PSP,2011,Sports,0.05,0.0,0.0,0.060000000000000005,0.01,,,E,Everyone
front mission 2089 border of madness,Nintendo,DS,2008,Strategy,0.0,0.0,0.05,0.05,0.0,,,,Pending
dual hearts,PlayStation,PS2,2002,Role-Playing,0.03,0.02,0.0,0.060000000000000005,0.01,70.0,,E,Everyone
nfl quarterback club 2002,Nintendo,GC,2001,Sports,0.04,0.01,0.0,0.05,0.0,53.0,,E,Everyone
xiaolin showdown,Nintendo,DS,2006,Action,0.05,0.0,0.0,0.05,0.0,58.0,,E,Everyone
chaos;child,PlayStation,PSV,2015,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
hearts of iron iv,PC,PC,2016,Strategy,0.0,0.05,0.0,0.05,0.0,83.0,6.9,,Pending
wing commander prophecy,Nintendo,GBA,2003,Simulation,0.04,0.01,0.0,0.05,0.0,70.0,8.3,T,Teens
drivers ed portable,Nintendo,DS,2008,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
marc ecko's getting up contents under pressure,PlayStation,PS2,2006,Action,0.03,0.02,0.0,0.060000000000000005,0.01,69.0,7.2,M,Mature
"murder, she wrote",PC,PC,2009,Adventure,0.0,0.04,0.0,0.05,0.01,,,T,Teens
captain america super soldier,Nintendo,Wii,,Action,0.05,0.0,0.0,0.05,0.0,57.0,6.0,T,Teens
sega soccer slam,XBox,XB,2002,Sports,0.04,0.01,0.0,0.05,0.0,80.0,8.5,E,Everyone
enemy front,PlayStation,PS3,2014,Shooter,0.01,0.04,0.0,0.060000000000000005,0.01,43.0,6.0,M,Mature
hakuouki reimeiroku,PlayStation,PS2,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
vertigo,Nintendo,Wii,2009,Strategy,0.05,0.0,0.0,0.05,0.0,66.0,,E,Everyone
blood omen 2,Nintendo,GC,2002,Action,0.04,0.01,0.0,0.05,0.0,71.0,,M,Mature
unsolved crimes,Nintendo,DS,2008,Adventure,0.04,0.01,0.0,0.05,0.0,66.0,,T,Teens
ghostbusters (2016),PlayStation,PS4,2016,Action,0.04,0.0,0.0,0.05,0.01,,,,Pending
shin sangoku musou 5 empires,PlayStation,PSP,2010,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
air conflicts aces of world war ii,PlayStation,PSP,2009,Simulation,0.05,0.0,0.0,0.05,0.0,36.0,,T,Teens
carve,XBox,XB,2004,Racing,0.04,0.01,0.0,0.05,0.0,64.0,,E,Everyone
blowout,XBox,XB,2003,Shooter,0.04,0.01,0.0,0.05,0.0,55.0,,T,Teens
gunpey,PlayStation,PSP,2006,Puzzle,0.05,0.0,0.0,0.060000000000000005,0.01,62.0,,E10+,Everyone 10y+
front mission evolved,PC,PC,2010,Shooter,0.05,0.0,0.0,0.05,0.0,63.0,5.1,T,Teens
gachitora! abarenbou kyoushi in high school,PlayStation,PSP,2011,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
mcdroid,PlayStation,PSP,2011,Strategy,0.0,0.0,0.05,0.05,0.0,,,,Pending
bottom of the 9th '99,PlayStation,PS,1998,Sports,0.03,0.02,0.0,0.05,0.0,,,,Pending
wta tour tennis,PlayStation,PS2,2001,Sports,0.03,0.02,0.0,0.060000000000000005,0.01,50.0,,E,Everyone
dynasty warriors 5,XBox,XB,2005,Action,0.04,0.01,0.0,0.05,0.0,66.0,8.0,T,Teens
samurai warriors 4-ii,PlayStation,PSV,2015,Action,0.0,0.0,0.05,0.05,0.0,,,T,Teens
famicom mini dig dug,Nintendo,GBA,2004,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
fifa soccer 2003,Nintendo,GBA,2002,Sports,0.04,0.01,0.0,0.05,0.0,76.0,,E,Everyone
naval ops commander,PlayStation,PS2,2004,Simulation,0.03,0.02,0.0,0.060000000000000005,0.01,65.0,,T,Teens
the lost chronicles of zerzura,PC,PC,2012,Adventure,0.0,0.05,0.0,0.060000000000000005,0.01,76.0,6.7,,Pending
adventure time finn & jake investigations,XBox,XOne,2015,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
4 elements,PC,PC,2009,Puzzle,0.0,0.04,0.0,0.05,0.01,,7.4,E,Everyone
uta no prince-sama music 3,PlayStation,PSV,2016,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
new prince of tennis go to the top,Nintendo,3DS,2015,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
virtual villagers a new home,Nintendo,DS,2010,Simulation,0.04,0.01,0.0,0.05,0.0,,,E,Everyone
batman a telltale game series,PlayStation,PS3,2016,Adventure,0.01,0.04,0.0,0.060000000000000005,0.01,,,,Pending
defendin' de penguin,Nintendo,Wii,2008,Strategy,0.05,0.0,0.0,0.05,0.0,,,,Pending
murdered soul suspect,PC,PC,2014,Action,0.0,0.05,0.0,0.05,0.0,59.0,7.4,M,Mature
activision hits remixed,PlayStation,PSP,2006,Misc,0.05,0.0,0.0,0.05,0.0,75.0,,E,Everyone
bleach blade battlers,PlayStation,PS2,2006,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
rez,PlayStation,PS2,2001,Shooter,0.03,0.02,0.0,0.060000000000000005,0.01,78.0,8.3,E,Everyone
mlb slugfest 2006,XBox,XB,2006,Sports,0.04,0.01,0.0,0.05,0.0,59.0,,E10+,Everyone 10y+
goosebumps the game,Nintendo,3DS,2015,Adventure,0.05,0.0,0.0,0.060000000000000005,0.01,,,E10+,Everyone 10y+
neverland card battles,PlayStation,PSP,2008,Role-Playing,0.04,0.0,0.0,0.05,0.01,57.0,7.8,T,Teens
lufia the ruins of lore,Nintendo,GBA,2002,Role-Playing,0.04,0.01,0.0,0.05,0.0,76.0,8.3,E,Everyone
uefa euro 2004 portugal,XBox,XB,2004,Sports,0.04,0.01,0.0,0.05,0.0,74.0,8.1,E,Everyone
airline tycoon 2,PC,PC,2011,Simulation,0.0,0.04,0.0,0.05,0.01,57.0,5.5,E,Everyone
jissen pachislot hisshouhou! hokuto no ken ds se,Nintendo,DS,2006,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
taito legends power up,PlayStation,PSP,2007,Action,0.05,0.0,0.0,0.05,0.0,41.0,,E,Everyone
shaman king soul fight,Nintendo,GC,2003,Platform,0.0,0.0,0.05,0.05,0.0,,,,Pending
samurai deeper kyo,PlayStation,PS,2002,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
petz bunnyz bunch,Nintendo,DS,2011,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
project setsuna,PlayStation,PSV,2016,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
medabots infinity,Nintendo,GC,2003,Role-Playing,0.04,0.01,0.0,0.05,0.0,51.0,8.0,E,Everyone
motogp 15,PlayStation,PS3,2015,Racing,0.0,0.02,0.03,0.05,0.0,,,E10+,Everyone 10y+
criminal girls 2,PlayStation,PSV,2015,Role-Playing,0.01,0.01,0.03,0.060000000000000005,0.01,,,,Pending
omega labyrinth,PlayStation,PSV,2015,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
zapper one wicked cricket!,XBox,XB,2002,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
jirou akagawa majotachi no nemuri,Nintendo,SNES,1995,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
popstar guitar,Nintendo,Wii,2008,Misc,0.03,0.02,0.0,0.05,0.0,,,T,Teens
bust-a-bloc,PlayStation,PS2,2002,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
pucca power up,Nintendo,DS,2011,Platform,0.04,0.01,0.0,0.05,0.0,,,E,Everyone
sitting ducks,PlayStation,PS2,2003,Platform,0.03,0.02,0.0,0.060000000000000005,0.01,,,E,Everyone
puyo puyo 7,Nintendo,Wii,2009,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
my fitness coach club,Nintendo,Wii,2011,Sports,0.0,0.05,0.0,0.060000000000000005,0.01,,,,Pending
il-2 sturmovik cliffs of dover,PC,PC,2011,Simulation,0.0,0.04,0.0,0.05,0.01,60.0,7.1,T,Teens
nobunaga's ambition sphere of influence,PlayStation,PSV,2014,Strategy,0.0,0.0,0.05,0.05,0.0,,,,Pending
nfl blitz pro,XBox,XB,2003,Sports,0.04,0.01,0.0,0.05,0.0,71.0,6.6,E,Everyone
pretty cure all stars everyone gather ? let's dance!,Nintendo,Wii,2013,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
mountain bike adrenaline,PlayStation,PS2,,Sports,0.03,0.02,0.0,0.060000000000000005,0.01,,,E,Everyone
zyuden sentai kyoryuger game de gaburincho!!,Nintendo,3DS,2013,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
hi-octane the track fights back!,PlayStation,PS,1995,Racing,0.03,0.02,0.0,0.05,0.0,,,,Pending
black sigil blade of the exiled,Nintendo,DS,2009,Role-Playing,0.05,0.0,0.0,0.05,0.0,58.0,7.5,E,Everyone
death jr. ii root of evil,PlayStation,PSP,2006,Platform,0.05,0.0,0.0,0.05,0.0,68.0,7.3,T,Teens
wakeboarding unleashed featuring shaun murray,XBox,XB,2003,Sports,0.04,0.01,0.0,0.05,0.0,80.0,8.8,E,Everyone
mighty no. 9,PlayStation,PS4,2016,Platform,0.04,0.0,0.0,0.05,0.01,52.0,3.5,E10+,Everyone 10y+
touch 'n' play collection,Nintendo,DS,2010,Misc,0.03,0.01,0.0,0.04,0.0,,,E,Everyone
doraemon 2 nobita no toizurando daibouken,Nintendo,SNES,1993,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
samurai champloo sidetracked,PlayStation,PS2,2006,Action,0.03,0.02,0.0,0.060000000000000005,0.01,66.0,7.2,T,Teens
dead or alive xtreme 3 fortune,PlayStation,PS4,2016,Sports,0.0,0.0,0.05,0.05,0.0,43.0,7.8,,Pending
drill dozer,Nintendo,GBA,,Platform,0.04,0.01,0.0,0.05,0.0,81.0,8.3,E,Everyone
katekyoo hitman reborn! ds shinuki max! vongola carnival!!,Nintendo,DS,2007,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
metal fight beyblade bakugami susanoh shuurai!,Nintendo,DS,2010,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
fatal fury wild ambition,PlayStation,PS,1999,Fighting,0.03,0.02,0.0,0.05,0.0,,,,Pending
mister slime,Nintendo,DS,2008,Action,0.05,0.0,0.0,0.05,0.0,59.0,,E,Everyone
winning post 8,PlayStation,PS3,2014,Racing,0.0,0.0,0.05,0.05,0.0,,,,Pending
learn science,Nintendo,DS,2010,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
medal of honor airborne,PC,PC,2007,Shooter,0.0,0.04,0.0,0.05,0.01,78.0,7.3,T,Teens
dengeki gakuen rpg cross of venus,Nintendo,DS,2009,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
judge dredd,PlayStation,PS,1997,Platform,0.03,0.02,0.0,0.05,0.0,,,,Pending
minna no ennichi,Nintendo,3DS,2012,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
domino rally,Nintendo,Wii,2007,Action,0.05,0.0,0.0,0.05,0.0,57.0,,E,Everyone
king arthur,XBox,XB,2004,Action,0.04,0.01,0.0,0.05,0.0,61.0,,T,Teens
bass rise,PlayStation,PS,1999,Sports,0.03,0.02,0.0,0.05,0.0,,,,Pending
dynamite headdy,Other,GEN,1993,Platform,0.0,0.0,0.05,0.05,0.0,,,,Pending
choujikuu yousai macross do you remember love,PlayStation,PS3,2012,Shooter,0.0,0.0,0.05,0.05,0.0,,,,Pending
arcania gothic 4,PlayStation,PS4,2015,Role-Playing,0.04,0.0,0.0,0.05,0.01,,,,Pending
match 3 madness,Nintendo,DS,2010,Puzzle,0.0,0.05,0.0,0.060000000000000005,0.01,,,E,Everyone
countdown the game,Nintendo,Wii,2009,Puzzle,0.0,0.05,0.0,0.05,0.0,,,,Pending
rockin' pretty,Nintendo,DS,2009,Misc,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
men of war assault squad,PC,PC,2011,Strategy,0.01,0.03,0.0,0.05,0.01,77.0,8.2,T,Teens
persona 2 eternal punishment,PlayStation,PSP,2012,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
dragon's lair 3d return to the lair,XBox,XB,2002,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
rhapsody a musical adventure,Nintendo,DS,2008,Role-Playing,0.05,0.0,0.0,0.05,0.0,67.0,6.8,E,Everyone
growlanser heritage of war (jp sales),PlayStation,PS2,2006,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
myst iv revelation,XBox,XB,2005,Adventure,0.04,0.01,0.0,0.05,0.0,75.0,,T,Teens
sled shred featuring the jamaican bobsled team,Nintendo,Wii,2010,Sports,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
pachinko wars ii,Nintendo,SNES,1993,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
jake power policeman,Nintendo,DS,2008,Adventure,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
the nightmare of druaga fushigino dungeon,PlayStation,PS2,2004,Role-Playing,0.03,0.02,0.0,0.060000000000000005,0.01,,,,Pending
dead island definitive collection,XBox,XOne,2016,Action,0.02,0.03,0.0,0.05,0.0,67.0,4.9,M,Mature
pac-man and the ghostly adventures,Nintendo,WiiU,2013,Platform,0.03,0.01,0.0,0.04,0.0,58.0,6.5,E10+,Everyone 10y+
animal planet vet collection,Nintendo,DS,2010,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
lernerfolg vorschule capt'n sharky,Nintendo,DS,2009,Misc,0.0,0.04,0.0,0.05,0.01,,,,Pending
virtua striker 2002,Nintendo,GC,2002,Sports,0.01,0.0,0.03,0.04,0.0,58.0,6.0,E,Everyone
wrc 5 fia world rally championship,PlayStation,PS4,2015,Sports,0.0,0.05,0.0,0.060000000000000005,0.01,,,,Pending
uefa champions league 2006-2007,XBox,X360,2007,Sports,0.04,0.01,0.0,0.05,0.0,72.0,8.2,E,Everyone
fate/unlimited codes portable,PlayStation,PSP,2009,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
centipede infestation,Nintendo,Wii,2011,Shooter,0.05,0.0,0.0,0.05,0.0,,,E10+,Everyone 10y+
f1 2015,PC,PC,2015,Racing,0.0,0.05,0.0,0.05,0.0,61.0,3.6,E,Everyone
game no kanzume vol 2,Other,SCD,1994,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
luminous arc infinity,PlayStation,PSV,2015,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
disney's pk out of the shadows,Nintendo,GC,2002,Platform,0.04,0.01,0.0,0.05,0.0,46.0,,E,Everyone
aliens in the attic,Nintendo,DS,2009,Action,0.05,0.0,0.0,0.05,0.0,58.0,6.0,E10+,Everyone 10y+
jojo no kimy? na b?ken fantomu buraddo,PlayStation,PS2,2006,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
the idolmaster 2,XBox,X360,2011,Simulation,0.0,0.0,0.05,0.05,0.0,,,,Pending
hunted the demon's forge,PC,PC,2011,Action,0.03,0.01,0.0,0.04,0.0,61.0,6.6,M,Mature
powerdrome,PlayStation,PS2,2004,Racing,0.03,0.02,0.0,0.060000000000000005,0.01,54.0,,T,Teens
dreamer series puppy trainer,Nintendo,DS,2008,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
singstar mallorca party,PlayStation,PS3,2009,Misc,0.0,0.04,0.0,0.05,0.01,,,,Pending
pro yakyuu spirits 5 kanzenban,PlayStation,PS2,2008,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
shin sangoku musou 5 special,PlayStation,PSP,2009,Action,0.0,0.0,0.05,0.05,0.0,,,,Pending
major minor's majestic march,Nintendo,Wii,2009,Misc,0.05,0.0,0.0,0.05,0.0,46.0,,E,Everyone
pony friends mini breeds edition,Nintendo,DS,2008,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
otogi 2 immortal warriors,XBox,XB,2003,Action,0.04,0.01,0.0,0.05,0.0,79.0,8.3,T,Teens
legend of kay,PlayStation,PS2,2005,Action,0.03,0.02,0.0,0.060000000000000005,0.01,72.0,7.3,E10+,Everyone 10y+
walt disney pictures presents enchanted,Nintendo,DS,2007,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
lucha libre aaa heroes del ring,XBox,X360,2010,Fighting,0.05,0.0,0.0,0.05,0.0,49.0,6.3,T,Teens
piglet's big game,Nintendo,GC,2003,Platform,0.04,0.01,0.0,0.05,0.0,70.0,8.0,E,Everyone
tom clancy's hawx 2,PC,PC,2010,Action,0.0,0.04,0.0,0.05,0.01,66.0,3.8,T,Teens
myth makers orbs of doom,Nintendo,Wii,2007,Puzzle,0.05,0.0,0.0,0.05,0.0,,1.1,E,Everyone
fallout brotherhood of steel,XBox,XB,2004,Role-Playing,0.04,0.01,0.0,0.05,0.0,66.0,5.5,M,Mature
koi to senkyo to chocolate portable,PlayStation,PSP,2012,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
indycar series,XBox,XB,2003,Racing,0.04,0.01,0.0,0.05,0.0,71.0,7.8,E,Everyone
strawberry shortcake strawberryland games,Nintendo,DS,2006,Action,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
ultra bust-a-move,XBox,XB,2004,Puzzle,0.04,0.01,0.0,0.05,0.0,74.0,,E,Everyone
rally fusion race of champions,XBox,XB,2002,Racing,0.04,0.01,0.0,0.05,0.0,69.0,,E,Everyone
teenage mutant ninja turtles mutants in manhattan,PlayStation,PS3,2016,Action,0.01,0.03,0.0,0.05,0.01,,3.4,T,Teens
sherlock holmes crimes & punishments,XBox,X360,2014,Adventure,0.03,0.02,0.0,0.05,0.0,,,,Pending
piglet's big game,Nintendo,GBA,2003,Platform,0.04,0.01,0.0,0.05,0.0,,,,Pending
killing floor 2,PlayStation,PS4,2016,Shooter,0.03,0.01,0.0,0.05,0.01,76.0,8.0,M,Mature
pinball hall of fame the gottlieb collection,Nintendo,GC,2005,Misc,0.04,0.01,0.0,0.05,0.0,,,,Pending
ferrari f355 challenge,PlayStation,PS2,2002,Racing,0.03,0.02,0.0,0.060000000000000005,0.01,70.0,4.4,E,Everyone
adventure time finn & jake investigations,Nintendo,WiiU,2015,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
mr bean's wacky world of wii,Nintendo,Wii,2009,Adventure,0.0,0.05,0.0,0.05,0.0,,,E,Everyone
tiny toon adventures toonenstein - dare to scare,PlayStation,PS,1998,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
my horse & me riding for gold,Nintendo,Wii,2008,Sports,0.04,0.01,0.0,0.05,0.0,,,,Pending
mortal kombat x,PC,PC,2015,Fighting,0.01,0.04,0.0,0.05,0.0,76.0,5.1,M,Mature
tv anime fairy tale gekitou! madoushi kessen,Nintendo,DS,2010,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
cities in motion,PC,PC,2011,Simulation,0.0,0.04,0.0,0.05,0.01,70.0,7.7,E,Everyone
shifters,PlayStation,PS2,2002,Adventure,0.03,0.02,0.0,0.060000000000000005,0.01,37.0,5.9,T,Teens
samantha swift and the hidden roses of athena,Nintendo,DS,2010,Adventure,0.04,0.01,0.0,0.05,0.0,,,E,Everyone
rpg tsukuru ds,Nintendo,DS,2010,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
to heart 2 dungeon travelers,PlayStation,PSV,2015,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
bladestorm nightmare,XBox,XOne,2015,Action,0.03,0.02,0.0,0.05,0.0,48.0,7.1,T,Teens
tna impact cross the line,PlayStation,PSP,2010,Fighting,0.05,0.0,0.0,0.05,0.0,50.0,6.5,T,Teens
dramatic dungeon sakura wars - kimi arugatame,Nintendo,DS,2008,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
kamen rider dragon knight,Nintendo,DS,2009,Fighting,0.05,0.0,0.0,0.05,0.0,,,T,Teens
the bigs 2,Nintendo,DS,2009,Sports,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
sacred 3,XBox,X360,2014,Role-Playing,0.03,0.02,0.0,0.05,0.0,51.0,4.1,M,Mature
captain america super soldier,Nintendo,DS,,Action,0.05,0.0,0.0,0.05,0.0,,,,Pending
venetica,PC,PC,2009,Role-Playing,0.0,0.04,0.0,0.05,0.01,61.0,6.8,T,Teens
operation flashpoint dragon rising,PC,PC,2009,Shooter,0.02,0.03,0.0,0.060000000000000005,0.01,76.0,4.9,M,Mature
princess on ice,Nintendo,DS,2008,Sports,0.04,0.01,0.0,0.05,0.0,,,E,Everyone
lagoon,Nintendo,SNES,1991,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
sesame street cookie's counting carnival,PC,PC,2010,Misc,0.05,0.0,0.0,0.05,0.0,,,EC,Early Childhood
jewel legends tree of life,Nintendo,DS,2011,Puzzle,0.0,0.04,0.0,0.05,0.01,,,E,Everyone
wasteland 2,XBox,XOne,2015,Role-Playing,0.04,0.01,0.0,0.060000000000000005,0.01,77.0,7.1,M,Mature
dodonpachi resurrection,XBox,X360,2010,Shooter,0.0,0.04,0.0,0.05,0.01,77.0,8.6,,Pending
trick x logic season 1,PlayStation,PSP,2010,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
mawashite tsunageru touch panic,Nintendo,DS,2006,Puzzle,0.0,0.0,0.05,0.05,0.0,,,,Pending
morphx,XBox,X360,2010,Shooter,0.05,0.0,0.0,0.05,0.0,33.0,6.6,M,Mature
monster! bass fishing,Nintendo,GBA,2003,Sports,0.04,0.01,0.0,0.05,0.0,,,,Pending
sigma star saga,Nintendo,GBA,2005,Role-Playing,0.04,0.01,0.0,0.05,0.0,68.0,8.2,E10+,Everyone 10y+
winning post 7 2010,PlayStation,PSP,2010,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
imagine animal doctor care center,Nintendo,DS,2010,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
air traffic chaos,Nintendo,DS,2007,Simulation,0.05,0.0,0.0,0.05,0.0,66.0,,E,Everyone
batman gotham city racer,PlayStation,PS,2001,Racing,0.03,0.02,0.0,0.05,0.0,,,,Pending
game of thrones (telltale),PlayStation,PS4,2015,Adventure,0.04,0.0,0.0,0.05,0.01,,,,Pending
sengoku basara x,PlayStation,PS2,2008,Fighting,0.0,0.0,0.05,0.05,0.0,,,,Pending
legend of kay,Nintendo,WiiU,2015,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
imagine party planner,Nintendo,DS,2009,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
doraemon nobita no kyouryuu 2006 ds,Nintendo,DS,2006,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
ontamarama,Nintendo,DS,2007,Action,0.05,0.0,0.0,0.05,0.0,71.0,,E,Everyone
dokidoki majo shinpan!,Nintendo,DS,2007,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
starry ? sky in spring,PlayStation,PSP,2010,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
fifa soccer 2004,Nintendo,GBA,2003,Sports,0.04,0.01,0.0,0.05,0.0,82.0,7.9,E,Everyone
armored core formula front extreme battle,PlayStation,PSP,2004,Simulation,0.05,0.0,0.0,0.05,0.0,,,,Pending
downforce,PlayStation,PS2,2002,Racing,0.03,0.02,0.0,0.060000000000000005,0.01,69.0,,E,Everyone
little busters! converted edition,PlayStation,PS2,2009,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
pet pals new leash on life,Nintendo,DS,2010,Simulation,0.05,0.0,0.0,0.05,0.0,,,E,Everyone
disney's party,Nintendo,GC,2002,Misc,0.04,0.01,0.0,0.05,0.0,39.0,7.8,E,Everyone
the bureau xcom declassified,PC,PC,2013,Shooter,0.0,0.05,0.0,0.05,0.0,66.0,6.5,M,Mature
hysteria hospital emergency ward,Nintendo,Wii,2009,Action,0.05,0.0,0.0,0.05,0.0,53.0,,E,Everyone
nanostray 2,Nintendo,DS,2008,Shooter,0.03,0.01,0.0,0.04,0.0,75.0,7.8,E,Everyone
tennis no oji-sama 2005 crystal drive,Nintendo,DS,2004,Sports,0.0,0.0,0.05,0.05,0.0,,,,Pending
dokapon journey,Nintendo,DS,2008,Role-Playing,0.05,0.0,0.0,0.05,0.0,60.0,7.0,E10+,Everyone 10y+
summon night x tears crown,Nintendo,DS,2009,Role-Playing,0.0,0.0,0.05,0.05,0.0,,,,Pending
pawly pets my vet practice,Nintendo,DS,2007,Strategy,0.0,0.05,0.0,0.05,0.0,,,,Pending
metal slug anthology,PlayStation,PSP,2007,Shooter,0.02,0.0,0.02,0.05,0.01,78.0,7.4,T,Teens
back to the future the game,Nintendo,Wii,2011,Adventure,0.05,0.0,0.0,0.05,0.0,66.0,4.1,T,Teens
taiho shichauzo!,PlayStation,PS,2001,Adventure,0.0,0.0,0.05,0.05,0.0,,,,Pending
phantom crash,XBox,XB,2002,Simulation,0.03,0.01,0.01,0.05,0.0,74.0,8.3,T,Teens
yanya caballista city skater,PlayStation,PS2,2001,Sports,0.02,0.02,0.0,0.05,0.01,58.0,6.3,E,Everyone
expendable,PlayStation,PS,1999,Action,0.03,0.02,0.0,0.05,0.0,,,,Pending
seaworld adventure parks shamu's deep sea adventure,Nintendo,DS,2005,Adventure,0.05,0.0,0.0,0.05,0.0,,,,Pending
the idolmaster gravure for you! vol. 2,PlayStation,PS3,2011,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
arthur! ready to race,PlayStation,PS,2000,Racing,0.03,0.02,0.0,0.05,0.0,,,,Pending
thunder force v perfect system,PlayStation,PS,1998,Shooter,0.03,0.02,0.0,0.05,0.0,,,,Pending
the typing of the dead,Other,DC,2000,Shooter,0.0,0.0,0.05,0.05,0.0,83.0,7.8,M,Mature
utawarerumono futari no hakuoro,PlayStation,PS4,2016,Misc,0.0,0.0,0.05,0.05,0.0,,,,Pending
sam & max beyond time and space,Nintendo,Wii,2010,Adventure,0.05,0.0,0.0,0.05,0.0,,,,Pending
